time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1990-07-19T15:44:21.460Z,17.322,121.042,31.3,5.1,mb,,,,1,us,usp0004c7z,2014-11-07T00:46:44.278Z,"11 km SW of Pasil, Philippines",earthquake,,,,26,reviewed,us,us
1990-07-18T20:10:21.980Z,12.642,123.585,33,5,mb,,,,1.1,us,usp0004c65,2014-11-07T00:46:44.185Z,"8 km W of Monreal, Philippines",earthquake,,,,19,reviewed,us,us
1990-07-18T08:00:12.880Z,16.511,121.007,13.5,5.6,mw,,,,1,us,usp0004c4m,2022-04-28T19:43:47.540Z,"13 km WNW of Busilak, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-18T07:17:15.690Z,16.543,120.76,31.3,5.2,mb,,,,1.2,us,usp0004c4k,2014-11-07T00:46:43.837Z,"5 km ESE of Topdac, Philippines",earthquake,,,,26,reviewed,us,us
1990-07-18T04:37:51.850Z,14.343,121.815,27.9,5.1,mb,,,,1.1,us,usp0004c47,2014-11-07T00:46:43.801Z,"15 km NNE of Cagsiay, Philippines",earthquake,,,,13,reviewed,us,us
1990-07-18T01:56:50.430Z,16.402,121.092,33,5.2,mb,,,,1.4,us,usp0004c3v,2014-11-07T00:46:43.768Z,"2 km NW of Bambang, Philippines",earthquake,,,,33,reviewed,us,us
1990-07-18T01:35:12.380Z,16.482,120.993,18.6,5.1,mb,,,,1.2,us,usp0004c3u,2014-11-07T00:46:43.758Z,"12 km NNW of Salinas, Philippines",earthquake,,,,22,reviewed,us,us
1990-07-17T22:46:04.020Z,16.42,120.87,33,5,mb,,,,1.5,us,usp0004c3k,2014-11-07T00:46:43.736Z,"14 km ESE of Ambuclao, Philippines",earthquake,,,,14,reviewed,us,us
1990-07-17T22:39:50.540Z,16.212,120.959,33,5,mb,,,,1,us,usp0004c3j,2014-11-07T00:46:43.732Z,"5 km SW of Bone South, Philippines",earthquake,,,,19,reviewed,us,us
1990-07-17T22:29:53.010Z,16.343,121.235,33,5,mb,,,,1.2,us,usp0004c3g,2014-11-07T00:46:43.725Z,"11 km ENE of Mabasa, Philippines",earthquake,,,,10,reviewed,us,us
1990-07-17T21:47:28.900Z,17.277,120.868,33,5,mb,,,,1.4,us,usp0004c38,2014-11-07T00:46:43.706Z,"20 km N of Besao, Philippines",earthquake,,,,19,reviewed,us,us
1990-07-17T21:40:11.310Z,16.252,120.922,33,5,mb,,,,0.9,us,usp0004c37,2014-11-07T00:46:43.703Z,"7 km W of Bone South, Philippines",earthquake,,,,11,reviewed,us,us
1990-07-17T21:14:43.860Z,16.495,120.981,23.1,6.5,mw,,,,1.3,us,usp0004c36,2022-04-28T19:43:44.560Z,"14 km NNW of Salinas, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-17T18:48:51.680Z,17.377,121.053,33,5,mb,,,,1.2,us,usp0004c32,2014-11-07T00:46:43.646Z,"8 km W of Pasil, Philippines",earthquake,,,,18,reviewed,us,us
1990-07-17T18:06:35.330Z,16.433,120.838,18.3,6.1,mw,,,,1.3,us,usp0004c30,2022-04-28T19:43:43.260Z,"10 km ESE of Ambuclao, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-17T06:11:12.750Z,16.248,120.985,12.8,5.4,mw,,,,1.4,us,usp0004c1x,2016-11-09T23:00:29.051Z,"1 km WNW of Bone South, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-16T21:27:14.860Z,16.47,120.317,33,5,mb,,,,1.1,us,usp0004c14,2014-11-07T00:46:43.466Z,"2 km SSW of Payocpoc Sur, Philippines",earthquake,,,,3,reviewed,us,us
1990-07-16T21:26:21.300Z,16.281,120.488,33,5,mb,,,,1.1,us,usp0004c13,2014-11-07T00:46:43.395Z,"2 km NNE of Inabaan Sur, Philippines",earthquake,,,,18,reviewed,us,us
1990-07-16T20:44:18.440Z,15.47,121.317,33,5,mb,,,,1.1,us,usp0004c10,2014-11-07T00:46:43.182Z,"1 km SE of Bagong-Sikat, Philippines",earthquake,,,,24,reviewed,us,us
1990-07-16T20:31:24.960Z,17.519,121.048,33,5.1,mb,,,,1.2,us,usp0004c0y,2022-04-28T19:43:40.243Z,"17 km NNW of Pasil, Philippines",earthquake,,,,35,reviewed,us,us
1990-07-16T20:16:02.890Z,16.425,120.547,12.9,5.2,mb,,,,1.4,us,usp0004c0x,2014-11-07T00:46:43.108Z,"4 km SE of Bayabas, Philippines",earthquake,,,,28,reviewed,us,us
1990-07-16T19:45:25.110Z,16.365,120.546,33,5.4,mw,,,,0.9,us,usp0004c0t,2022-04-28T19:43:38.644Z,"6 km NE of Taloy, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-16T16:19:34.010Z,16.338,120.424,33,5.3,mb,,,,1,us,usp0004c08,2022-04-28T19:43:35.126Z,"1 km WNW of Lloren, Philippines",earthquake,,,,36,reviewed,us,us
1990-07-16T15:08:07.610Z,16.509,120.62,33,5.3,mb,,,,1.2,us,usp0004bzz,2014-11-07T00:46:42.740Z,"3 km SSE of Tublay, Philippines",earthquake,,,,2,reviewed,us,us
1990-07-16T15:04:27.030Z,16.31,120.443,33,5.4,mb,,,,0.9,us,usp0004bzx,2022-04-28T19:43:32.772Z,"2 km SSE of Lloren, Philippines",earthquake,,,,27,reviewed,us,us
1990-07-16T13:31:13.220Z,16.285,120.457,12.7,5.7,ms,,,,1,us,usp0004bzn,2022-04-28T19:43:24.432Z,"2 km NNE of Caronoan West, Philippines",earthquake,,,,7,reviewed,us,us
1990-07-16T13:02:41.880Z,15.746,121.224,33,5.4,mb,,,,1.1,us,usp0004bzh,2022-04-28T19:43:18.764Z,"5 km ENE of General Luna, Philippines",earthquake,,,,41,reviewed,us,us
1990-07-16T12:32:05.980Z,16.208,120.797,33,5,mb,,,,1.3,us,usp0004bzf,2014-11-07T00:46:42.596Z,"13 km N of Cabalitian, Philippines",earthquake,,,,15,reviewed,us,us
1990-07-16T10:24:24.270Z,16.445,120.945,33,5.2,mb,,,,1.1,us,usp0004bz1,2014-11-07T00:46:42.561Z,"11 km NW of Salinas, Philippines",earthquake,,,,24,reviewed,us,us
1990-07-16T09:39:21.770Z,16.521,120.93,15.7,5.6,mb,,,,1.2,us,usp0004byu,2022-04-28T19:43:11.636Z,"19 km NNW of Salinas, Philippines",earthquake,,,,58,reviewed,us,us
1990-07-16T09:29:06.680Z,16.385,120.412,18.2,5.6,mb,,,,1,us,usp0004byn,2022-04-28T19:43:06.057Z,"2 km N of Halog West, Philippines",earthquake,,,,60,reviewed,us,us
1990-07-16T09:16:06.520Z,16.34,120.888,23.4,5.3,mb,,,,1.3,us,usp0004byk,2014-11-07T00:46:42.476Z,"14 km WSW of Salinas, Philippines",earthquake,,,,27,reviewed,us,us
1990-07-16T08:50:23.140Z,16.407,121.072,33,5.2,mb,,,,1.1,us,usp0004bya,2014-11-07T00:46:42.412Z,"4 km WNW of Bambang, Philippines",earthquake,,,,40,reviewed,us,us
1990-07-16T08:35:32.700Z,16.18,120.857,33,5.3,mb,,,,1.2,us,usp0004by8,2014-11-07T00:46:42.252Z,"12 km NE of Cabalitian, Philippines",earthquake,,,,28,reviewed,us,us
1990-07-16T08:32:00.990Z,16.753,120.471,33,5,mb,,,,0.5,us,usp0004by7,2014-11-07T00:46:42.245Z,"5 km SSE of Corrooy, Philippines",earthquake,,,,6,reviewed,us,us
1990-07-16T08:30:32.930Z,16.165,120.179,33,5,mb,,,,1.4,us,usp0004by6,2014-11-07T00:46:42.133Z,"11 km ENE of Pangascasan, Philippines",earthquake,,,,7,reviewed,us,us
1990-07-16T08:00:52.460Z,16.499,120.24,33,5.2,mb,,,,1.4,us,usp0004by1,2014-11-07T00:46:41.940Z,"9 km W of Payocpoc Sur, Philippines",earthquake,,,,10,reviewed,us,us
1990-07-16T07:53:51.890Z,16.293,120.408,33,5.4,mb,,,,0.9,us,usp0004bxz,2022-04-28T19:42:59.616Z,"1 km NE of Bail, Philippines",earthquake,,,,21,reviewed,us,us
1990-07-16T07:45:58.750Z,15.664,121.178,33,5.2,mb,,,,1,us,usp0004bxy,2014-11-07T00:46:41.927Z,"5 km NE of Bongabon, Philippines",earthquake,,,,4,reviewed,us,us
1990-07-16T07:40:36.880Z,16.857,120.35,33,5.3,mb,,,,0.5,us,usp0004bxv,2014-11-07T00:46:41.875Z,"5 km WSW of Rimus, Philippines",earthquake,,,,4,reviewed,us,us
1990-07-16T07:38:11.730Z,16.619,120.404,33,5.3,mb,,,,1,us,usp0004bxu,2014-11-07T00:46:41.862Z,"3 km WNW of Bagulin, Philippines",earthquake,,,,6,reviewed,us,us
1990-07-16T07:26:34.610Z,15.679,121.172,25.1,7.7,mw,,,,1.1,us,usp0004bxs,2022-04-28T19:42:58.516Z,"4 km E of Macapsing, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-07T15:37:24.420Z,12.217,120.662,26.7,5.7,mw,,,,1.1,us,usp0004bgx,2022-04-28T19:42:12.253Z,"41 km SW of Adela, Philippines",earthquake,,,,,reviewed,us,hrv
1990-06-21T14:37:12.400Z,17.876,122.406,32.6,5.4,mw,,,,1.4,us,usp0004ath,2022-04-28T19:47:39.396Z,"52 km E of Awallan, Philippines",earthquake,,,,,reviewed,us,hrv
1990-06-14T21:56:48.190Z,11.312,122.252,22.9,5.5,mw,,,,1.3,us,usp0004ah4,2022-04-28T19:46:45.050Z,"8 km SSW of Manika, Philippines",earthquake,,,,,reviewed,us,hrv
1990-06-14T11:49:01.350Z,11.49,122.281,16.9,5,mb,,,,1.4,us,usp0004agk,2014-11-07T00:46:31.709Z,"2 km WNW of Libacao, Philippines",earthquake,,,,16,reviewed,us,us
1990-06-14T08:31:10.010Z,11.603,121.808,17.8,5.6,ms,,,,1.1,us,usp0004aga,2020-08-28T23:53:15.286Z,"19 km SSW of Union, Philippines",earthquake,,,,1,reviewed,us,us
1990-06-14T07:40:56.210Z,11.76,121.899,18.1,7.1,mw,,,,1.2,us,usp0004ag6,2022-04-28T17:25:09.249Z,"0 km ESE of Union, Philippines",earthquake,,,,,reviewed,us,hrv
1990-05-29T12:35:28.920Z,15.97,120.237,45.9,5.2,mw,,,,1,us,usp00049x9,2022-04-28T19:49:58.636Z,"2 km NE of Bugallon, Philippines",earthquake,,5.5,,,reviewed,us,hrv
1990-05-27T14:00:36.370Z,12.703,120.933,33,5.1,mb,,,,1.1,us,usp00049uv,2014-11-07T00:46:24.580Z,"Mindoro, Philippines",earthquake,,,,19,reviewed,us,us
1990-05-26T13:25:56.720Z,12.412,121.888,35.8,5,mb,,,,1.1,us,usp00049te,2014-11-07T00:46:24.415Z,"11 km W of Odiongan, Philippines",earthquake,,,,19,reviewed,us,us
1990-05-17T09:40:11.470Z,13.504,121.026,33,5.1,mb,,,,1,us,usp00049dw,2014-11-07T00:46:22.512Z,"5 km E of Sabang, Philippines",earthquake,,,,4,reviewed,us,us
1990-02-16T00:15:18.550Z,14.392,119.229,29.9,5.1,mb,,,,1.1,us,usp00045g8,2014-11-07T00:45:43.758Z,"104 km WNW of Cabra, Philippines",earthquake,,,,10,reviewed,us,us
1990-01-24T19:33:31.110Z,14.603,119.437,23.1,5.9,mw,,,,1,us,usp00044py,2022-04-28T20:03:03.072Z,"78 km WSW of San Nicolas, Philippines",earthquake,,,,,reviewed,us,hrv
1989-09-20T04:59:46.030Z,13.622,120.783,152.3,5,mb,,,,0.9,us,usp0003ztf,2014-11-07T00:44:53.362Z,"10 km WSW of Tingloy, Philippines",earthquake,,5.6,,23,reviewed,us,us
1989-08-11T07:39:47.710Z,13.105,121.445,27.8,5,ms,,,,1.4,us,usp0003ybx,2014-11-07T00:44:41.527Z,"2 km ENE of Maluanluan, Philippines",earthquake,,,,7,reviewed,us,us
1989-08-04T04:28:43.770Z,12.103,120.847,33,5.3,mw,,,,1.3,us,usp0003y1c,2022-04-28T20:12:04.955Z,"33 km WSW of Santa Teresa, Philippines",earthquake,,,,,reviewed,us,hrv
1989-08-03T07:40:30.590Z,13.428,120.864,21.7,5,mb,,,,0.9,us,usp0003xzp,2014-11-07T00:44:38.862Z,"7 km SE of Odala, Philippines",earthquake,,7.9,,6,reviewed,us,us
1989-03-30T20:10:06.430Z,16.112,119.713,34.9,5,mb,,,,1.1,us,usp0003tfg,2014-11-07T00:43:51.819Z,"7 km WSW of Aloleng, Philippines",earthquake,,16,,6,reviewed,us,us
1989-03-16T13:33:37.300Z,13.673,120.815,136.5,5.5,mw,,,,1,us,usp0003szm,2020-08-28T22:36:38.878Z,"6 km WNW of Tingloy, Philippines",earthquake,,,,,reviewed,us,hrv
1989-02-25T23:07:42.190Z,14.181,124.4,26.2,5,mb,,,,0.9,us,usp0003sbq,2014-11-07T00:43:38.550Z,"29 km ENE of Pandan, Philippines",earthquake,,,,10,reviewed,us,us
1989-02-24T07:33:48.940Z,14.159,124.36,23.8,5.7,mw,,,,1,us,usp0003s91,2022-04-28T20:26:39.830Z,"24 km ENE of Pandan, Philippines",earthquake,,,,,reviewed,us,hrv
1988-12-12T15:44:20.890Z,13.496,124.563,38.9,5.1,mw,,,,1.1,us,usp0003pt4,2022-04-28T20:29:04.934Z,"31 km ESE of Bato, Philippines",earthquake,,14.2,,,reviewed,us,hrv
1988-12-05T21:31:14.750Z,13.208,120.082,41.6,5,ms,,,,1.1,us,usp0003pk4,2014-11-07T00:43:15.621Z,"46 km SW of Harrison, Philippines",earthquake,,,,1,reviewed,us,us
1988-11-07T07:39:29.120Z,11.422,122.073,26.9,5.7,mw,,,,0.9,us,usp0003nne,2022-04-28T20:30:36.579Z,"1 km ESE of Culasi, Philippines",earthquake,,6.5,,,reviewed,us,hrv
1988-11-03T05:25:39.690Z,13.608,120.922,135,5.2,mw,,,,1,us,usp0003nfr,2016-11-09T23:52:41.470Z,"8 km SE of Tingloy, Philippines",earthquake,,,,,reviewed,us,hrv
1988-09-20T11:58:15.090Z,15.963,120.18,34,5,mb,,,,1.2,us,usp0003m42,2014-11-07T00:42:49.890Z,"2 km NNW of Laguit Centro, Philippines",earthquake,,12.2,,5,reviewed,us,us
1988-09-19T01:03:13.240Z,14.912,119.887,42.4,5,mb,,,,0.7,us,usp0003m30,2014-11-07T00:42:49.790Z,"20 km WSW of San Nicolas, Philippines",earthquake,,6.3,,9,reviewed,us,us
1988-08-26T08:42:36.650Z,11.367,122.226,49.7,5,mb,,,,1.1,us,usp0003kdg,2014-11-07T00:42:42.401Z,"6 km WSW of Manika, Philippines",earthquake,,7.4,,20,reviewed,us,us
1988-08-08T05:04:28.010Z,13.76,120.577,93.6,5.5,mw,,,,1,us,usp0003js0,2022-04-28T20:36:56.759Z,"9 km SW of Calatagan, Philippines",earthquake,,3.6,,,reviewed,us,hrv
1988-08-07T06:23:56.090Z,14.906,119.872,38.3,5,mw,,,,1,us,usp0003jr0,2022-04-28T20:36:55.579Z,"22 km WSW of San Nicolas, Philippines",earthquake,,10.2,,,reviewed,us,hrv
1988-07-26T19:04:30.140Z,15.071,119.855,47,5.6,ms,,,,1,us,usp0003j8k,2020-08-28T22:10:39.861Z,"22 km WSW of Maloma, Philippines",earthquake,,11.7,,1,reviewed,us,us
1988-07-24T05:47:11.910Z,17.805,122.826,33,5,ms,,,,0.8,us,usp0003j5n,2014-11-07T00:42:32.089Z,"91 km NNE of Dicabisagan, Philippines",earthquake,,,,2,reviewed,us,us
1988-06-20T13:35:44.760Z,12.288,121.094,33,5.6,mw,,,,1.3,us,usp0003h4t,2022-04-28T20:45:00.228Z,"4 km NNW of Santa Teresa, Philippines",earthquake,,,,,reviewed,us,hrv
1988-06-19T21:28:28.020Z,12.093,121.024,33,5,mb,,,,1.5,us,usp0003h46,2014-11-07T00:42:20.114Z,"20 km SSW of Santa Teresa, Philippines",earthquake,,,,5,reviewed,us,us
1988-06-19T20:24:12.990Z,12.132,121.098,33,5.4,mb,,,,1,us,usp0003h44,2022-04-28T20:44:57.922Z,"13 km S of Santa Teresa, Philippines",earthquake,,,,7,reviewed,us,us
1988-06-19T20:19:52.690Z,12.376,121.067,16.7,6.2,mw,,,,1.4,us,usp0003h43,2022-04-28T20:44:56.710Z,"1 km NNE of Bagong Sikat, Philippines",earthquake,,,,,reviewed,us,hrv
1988-06-17T02:22:49.350Z,13.439,120.523,62.4,5,mb,,,,1.5,us,usp0003h1g,2014-11-07T00:42:19.720Z,"7 km ENE of Paluan, Philippines",earthquake,,27.5,,4,reviewed,us,us
1988-05-08T19:52:49.240Z,14.853,120.165,78.6,5.2,mb,,,,0.7,us,usp0003fsp,2014-11-07T00:42:06.677Z,"7 km WSW of Subic, Philippines",earthquake,,11.8,,10,reviewed,us,us
1988-05-08T19:44:55.190Z,14.942,120.135,49.7,5.9,mw,,,,0.9,us,usp0003fsn,2022-04-28T20:46:38.148Z,"1 km WNW of San Agustin, Philippines",earthquake,,3.4,,,reviewed,us,hrv
1988-04-08T04:42:30.770Z,13.385,120.386,31.8,5.6,mw,,,,0.8,us,usp0003et6,2022-04-28T20:48:47.287Z,"8 km SW of Harrison, Philippines",earthquake,,,,,reviewed,us,hrv
1988-04-08T01:33:42.950Z,13.44,120.566,50.9,5.2,mb,,,,1,us,usp0003et3,2014-11-07T00:41:56.393Z,"11 km ENE of Paluan, Philippines",earthquake,,10,,23,reviewed,us,us
1988-04-05T15:36:56.860Z,13.295,120.393,30.1,5.8,mw,,,,1,us,usp0003eq8,2022-04-28T20:48:40.157Z,"15 km SSW of Paluan, Philippines",earthquake,,,,,reviewed,us,hrv
1988-03-23T12:18:57.210Z,17.914,121.384,33.9,5.1,mb,,,,1.1,us,usp0003e82,2014-11-07T00:41:49.335Z,"14 km NNE of Conner, Philippines",earthquake,,6.4,,24,reviewed,us,us
1988-03-13T09:27:15.980Z,13.954,119.301,37,5,mb,,,,1.1,us,usp0003dx5,2014-11-07T00:41:48.019Z,"81 km W of Cabra, Philippines",earthquake,,,,20,reviewed,us,us
1987-10-14T17:05:11.530Z,16.854,120.013,60.7,5.1,mw,,,,1.1,us,usp000398v,2022-04-27T21:32:31.777Z,"39 km WNW of Bacnotan, Philippines",earthquake,,6.2,,,reviewed,us,hrv
1987-10-08T08:51:10.180Z,14.269,124.253,12,5,mb,,,,1,us,usp000392q,2014-11-07T00:41:04.249Z,"Catanduanes, Philippines",earthquake,,4.3,,12,reviewed,us,us
1987-09-18T10:26:48.590Z,13.324,120.942,33,5.3,mb,,,,1.3,us,usp00038ge,2014-11-07T00:40:57.196Z,"14 km SSW of San Teodoro, Philippines",earthquake,,,,4,reviewed,us,us
1987-09-08T19:28:28.650Z,17.421,120.528,31.5,5.1,mb,,,,1.1,us,usp000387k,2020-08-28T21:30:47.499Z,"5 km E of Narvacan, Philippines",earthquake,,7.8,,16,reviewed,us,us
1987-06-18T10:01:07.300Z,17.291,121.356,42.8,5.9,mw,,,,1.4,us,usp00035w5,2022-04-27T21:43:21.515Z,"12 km WNW of Paracelis, Philippines",earthquake,,7.3,,,reviewed,us,hrv
1987-06-01T23:00:46.990Z,15.576,119.393,38.4,5,mb,,,,1.1,us,usp00035f8,2014-11-07T00:40:29.600Z,"54 km WSW of Bolitoc, Philippines",earthquake,,7.3,,22,reviewed,us,us
1987-04-25T12:16:52.440Z,16.066,120.301,107,6.9,mw,,,,0.9,us,usp00034f9,2022-04-27T21:47:59.948Z,"4 km N of Canaoalan, Philippines",earthquake,,,,,reviewed,us,nc
1987-04-25T12:16:48.780Z,15.877,120.226,106,5.6,mb,,,,1.3,us,usp00034f8,2022-05-09T19:15:13.923Z,"1 km SW of Aguilar, Philippines",earthquake,,,,20,reviewed,us,us
1987-02-26T13:24:06.980Z,14.58,119.141,32,5.1,mb,,,,1,us,usp00032td,2014-11-07T00:39:54.116Z,"108 km WSW of San Nicolas, Philippines",earthquake,,7.7,,9,reviewed,us,us
1987-02-11T10:50:24.570Z,17.704,119.669,40.2,5,mb,,,,1.1,us,usp00032d1,2014-11-07T00:39:51.115Z,"73 km W of Puro Pinget, Philippines",earthquake,,11.2,,4,reviewed,us,us
1986-12-29T15:49:59.190Z,15.22,119.88,53.1,5.8,mw,,,,0.9,us,usp000318q,2022-04-27T21:59:03.558Z,"15 km WSW of Purac, Philippines",earthquake,,,,,reviewed,us,hrv
1986-12-19T07:48:26.780Z,15.293,120.08,83.2,5.3,mb,,,,0.9,us,usp00030zv,2014-11-07T00:39:30.395Z,"1 km ENE of San Juan, Philippines",earthquake,,4.6,,31,reviewed,us,us
1986-11-05T17:32:36.940Z,14.124,120.528,97.7,5.2,mb,,,,1,us,usp0002zqb,2014-11-07T00:39:19.145Z,"11 km WSW of Looc, Philippines",earthquake,,4.5,,25,reviewed,us,us
1986-10-01T06:51:25.500Z,14.361,124.437,10,5.2,mb,,,,1.3,us,usp0002yje,2014-11-07T00:39:05.522Z,"45 km NE of Pandan, Philippines",earthquake,,,,18,reviewed,us,us
1986-08-09T00:53:12.630Z,14.099,120.335,80,5.5,mw,,,,0.9,us,usp0002wzv,2022-04-27T22:06:40.795Z,"31 km WNW of San Diego, Philippines",earthquake,,4.9,,,reviewed,us,hrv
1986-06-12T09:26:49.820Z,14.437,121.843,33,5.2,mw,,,,1.2,us,usp0002uzx,2022-04-27T22:13:05.195Z,"26 km NNE of Cagsiay, Philippines",earthquake,,,,,reviewed,us,hrv
1986-04-28T03:47:34.880Z,16.56,120.857,8.7,5.1,mb,,,,1.4,us,usp0002t9d,2014-11-07T00:38:15.964Z,"14 km NE of Ambuclao, Philippines",earthquake,,4.1,,19,reviewed,us,us
1986-03-27T13:08:38.810Z,16.311,120.035,79.5,5.1,mb,,,,0.9,us,usp0002sba,2014-11-07T00:38:06.068Z,"2 km E of Tondol, Philippines",earthquake,,7.2,,16,reviewed,us,us
1986-01-23T05:51:03.030Z,12.78,122.263,33,5,mb,,,,1,us,usp0002qbu,2014-11-07T00:37:48.522Z,"18 km N of Alad, Philippines",earthquake,,,,4,reviewed,us,us
1986-01-16T15:45:06.740Z,13.685,120.822,223.2,5.7,mw,,,,1,us,usp0002q4b,2022-04-27T22:26:29.529Z,"5 km WNW of Tingloy, Philippines",earthquake,,4.1,,,reviewed,us,hrv
1985-11-04T21:23:08.850Z,13.667,120.194,77.4,5.7,mw,,,,1.1,us,usp0002mfd,2022-04-27T22:30:45.473Z,"8 km SW of Looc, Philippines",earthquake,,6.2,,,reviewed,us,hrv
1985-10-26T19:18:56.880Z,16.052,124.131,25.8,5,mb,,,,1.1,us,usp0002m5j,2014-11-07T00:37:21.389Z,"215 km ESE of Dicabisagan, Philippines",earthquake,,6.4,,10,reviewed,us,us
1985-09-10T04:50:12.170Z,13.687,120.771,139.1,5,mb,,,,1,us,usp0002jkf,2014-11-07T00:37:08.792Z,"11 km WNW of Tingloy, Philippines",earthquake,,4.6,,17,reviewed,us,us
1985-09-02T01:32:53.430Z,17.093,119.267,40.6,5,mb,,,,1,us,usp0002jbs,2014-11-07T00:37:06.344Z,"102 km NW of Binabalian, Philippines",earthquake,,8.7,,10,reviewed,us,us
1985-08-30T21:21:26.540Z,16.915,119.864,33,5,mb,,,,1.2,us,usp0002j9r,2014-11-07T00:37:03.986Z,"55 km N of Binabalian, Philippines",earthquake,,,,8,reviewed,us,us
1985-08-30T20:27:10.730Z,16.982,119.938,28.5,5.4,mb,,,,1,us,usp0002j9n,2022-04-27T22:42:39.990Z,"50 km WNW of Rimus, Philippines",earthquake,,,,38,reviewed,us,us
1985-08-23T16:55:05.290Z,13.914,120.775,177.5,5,mb,,,,1.1,us,usp0002j2m,2014-11-07T00:37:03.110Z,"4 km WSW of Calaca, Philippines",earthquake,,5.6,,14,reviewed,us,us
1985-08-09T19:59:44.070Z,16.9,120.186,21.7,6.1,mw,,,,1.1,us,usp0002hj2,2022-04-27T22:39:23.814Z,"22 km W of Rimus, Philippines",earthquake,,,,,reviewed,us,hrv
1985-07-24T11:38:04.490Z,14.637,123.886,33,5,mb,,,,1.2,us,usp0002h1w,2014-11-07T00:36:53.426Z,"72 km NNW of Pandan, Philippines",earthquake,,,,10,reviewed,us,us
1985-07-24T07:57:54.470Z,14.686,123.871,33,5.4,mw,,,,1.3,us,usp0002h1p,2016-11-09T23:03:38.755Z,"77 km NNW of Pandan, Philippines",earthquake,,,,,reviewed,us,hrv
1985-07-15T15:54:30.770Z,17.495,121.353,146.5,5,mb,,,,1.3,us,usp0002gtf,2014-11-07T00:36:52.056Z,"12 km W of Tabuk, Philippines",earthquake,,6.1,,30,reviewed,us,us
1985-06-01T18:11:01.120Z,15.801,122.703,33,5,mb,,,,0.3,us,usp0002fdw,2014-11-07T00:36:39.917Z,"115 km NE of Karligan, Philippines",earthquake,,,,2,reviewed,us,us
1985-05-27T06:22:22.840Z,15.392,119.911,64.8,5.2,mw,,,,1,us,usp0002f7x,2022-04-27T22:48:22.556Z,"2 km WSW of Liozon, Philippines",earthquake,,6.8,,,reviewed,us,hrv
1985-05-24T23:50:59.720Z,16.549,120.917,11.8,5,mb,,,,1.2,us,usp0002f5m,2014-11-07T00:36:36.832Z,"18 km SSE of Amlimay, Philippines",earthquake,,3.9,,17,reviewed,us,us
1985-05-13T03:40:56.500Z,16.474,120.918,10,5.4,ms,,,,1.3,us,usp0002erg,2022-04-27T22:47:17.022Z,"15 km NW of Salinas, Philippines",earthquake,,,,5,reviewed,us,us
1985-04-24T01:07:14.510Z,16.498,120.815,33,6.1,mw,,,,1.3,us,usp0002e3e,2022-04-27T22:50:24.354Z,"7 km ENE of Ambuclao, Philippines",earthquake,,,,,reviewed,us,hrv
1985-04-23T16:15:12.020Z,15.344,120.61,188.4,7,mw,,,,1.1,us,usp0002e2z,2022-04-27T22:50:20.818Z,"1 km ENE of Santo Cristo, Philippines",earthquake,,2,,,reviewed,us,nc
1985-04-07T12:42:35.780Z,14.874,123.529,25.2,5.3,mb,,,,0.8,us,usp0002djp,2014-11-07T00:36:25.619Z,"98 km NE of Sabang Indan, Philippines",earthquake,,6.1,,15,reviewed,us,us
1985-03-27T17:28:11.390Z,13.053,120.623,57,5.1,mb,,,,1.2,us,usp0002d8g,2014-11-07T00:36:20.442Z,"11 km WSW of Santa Cruz, Philippines",earthquake,,10.8,,4,reviewed,us,us
1985-03-05T04:14:48.610Z,15.918,122.189,48.7,5.2,mb,,,,0.7,us,usp0002cf3,2014-11-07T00:36:16.801Z,"68 km SE of Dumabato, Philippines",earthquake,,7.6,,7,reviewed,us,us
1985-02-16T14:44:01.190Z,15.352,121.47,33,5,mb,,,,1.5,us,usp0002byk,2014-11-07T00:36:10.791Z,"9 km ESE of Dingalan, Philippines",earthquake,,,,6,reviewed,us,us
1985-01-12T04:51:39.710Z,16.592,122.38,44,5.7,mw,,,,1.1,us,usp0002ayz,2022-04-27T22:57:04.524Z,"44 km ESE of Dicamay, Philippines",earthquake,,6.7,,,reviewed,us,hrv
1985-01-12T04:47:41.390Z,16.476,122.333,53.6,5.1,mb,,,,1.1,us,usp0002ayy,2014-11-07T00:36:01.539Z,"46 km SE of Dicamay, Philippines",earthquake,,8.6,,13,reviewed,us,us
1984-11-14T05:50:13.700Z,17.017,120.851,116.1,5.5,mw,,,,1,us,usp000291s,2022-04-27T23:07:19.788Z,"4 km NE of Tadian, Philippines",earthquake,,1.8,,,reviewed,us,hrv
1984-09-26T01:39:12.470Z,12.021,122.582,29.1,5.6,mw,,,,1.1,us,usp00027q8,2022-04-27T23:13:38.989Z,"31 km S of Taclobo, Philippines",earthquake,,2.4,,,reviewed,us,hrv
1984-07-27T18:57:54.530Z,15.791,120.76,164.5,5,mb,,,,1,us,usp000260y,2014-11-07T00:35:13.060Z,"2 km SW of Baloy, Philippines",earthquake,,3.2,,18,reviewed,us,us
