time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-12-23T04:27:15.490Z,13.188,120.64,70.5,5.2,mwc,134,68.5,,0.86,us,usp000jchp,2022-04-08T20:24:54.506Z,"6 km SE of Mamburao, Philippines",earthquake,,4.3,,,reviewed,us,gcmt
2011-11-30T01:27:45.140Z,15.354,119.216,10,5,mwc,72,83.6,,1.15,us,usp000jbmq,2014-11-07T01:46:26.027Z,"74 km W of Palauig, Philippines",earthquake,,,,,reviewed,us,gcmt
2011-11-30T00:27:06.990Z,15.455,118.999,9,6,mww,370,11.5,,1.01,us,usp000jbmj,2022-04-08T22:21:41.633Z,"97 km W of Palauig, Philippines",earthquake,,,,,reviewed,us,us
2011-10-19T11:29:31.630Z,13.811,120.049,47.7,5,mwc,60,70.7,,0.91,us,usp000j9j4,2022-04-08T22:08:21.623Z,"5 km SW of Tagbak, Philippines",earthquake,,7.6,,,reviewed,us,gcmt
2011-08-12T02:29:28.560Z,13.339,120.955,162.8,5.3,mwc,201,41.8,,0.85,us,usp000j6bh,2014-11-07T01:45:35.816Z,"12 km SSW of San Teodoro, Philippines",earthquake,,4.7,,,reviewed,us,gcmt
2011-07-25T17:15:40.810Z,14.947,120.043,35,5.9,mww,346,21.3,,0.93,us,usp000j5g5,2022-04-08T21:30:59.316Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
2011-05-22T16:42:24.480Z,13.595,120.754,148.6,5.7,mww,445,19.9,,0.95,us,usp000j220,2022-07-19T16:04:00.129Z,"14 km WSW of Tingloy, Philippines",earthquake,,4,,,reviewed,us,us
2011-05-21T13:08:04.480Z,17.188,121.716,35.4,5.1,mwc,207,42.2,,1.12,us,usp000j1y1,2022-07-19T15:57:36.193Z,"4 km NW of Santo Domingo, Philippines",earthquake,,5,,,reviewed,us,gcmt
2011-04-08T18:29:20.330Z,13.872,120.126,64.4,5.2,mwc,174,60.5,,0.92,us,usp000hzjb,2022-07-19T11:50:53.443Z,"1 km N of Lubang, Philippines",earthquake,,4.3,,,reviewed,us,gcmt
2011-03-21T10:36:50.060Z,13.915,120.566,101.8,5.5,mwb,195,63.8,,0.79,us,usp000hy57,2022-07-19T09:33:51.995Z,"6 km W of Talisay, Philippines",earthquake,,3.5,,,reviewed,us,us
2011-03-10T19:06:08.700Z,13.735,120.739,103.3,5,mb,98,95.6,,0.94,us,usp000hvn6,2022-07-19T08:00:27.231Z,"12 km SSE of Hukay, Philippines",earthquake,,,,42,reviewed,us,us
2011-02-22T02:10:24.490Z,14.127,120.648,140.9,5.2,mwc,163,30.9,,0.78,us,usp000huw4,2022-07-19T05:52:38.540Z,"3 km S of Bulihan, Philippines",earthquake,,4.1,,,reviewed,us,gcmt
2010-11-10T10:30:15.660Z,14.923,119.868,21,5.5,mwc,162,29.1,,1.1,us,usp000hpc9,2022-07-18T23:38:05.777Z,"22 km W of San Nicolas, Philippines",earthquake,,,,,reviewed,us,gcmt
2010-11-05T16:40:36.920Z,12.736,123.054,10,5.8,mwc,118,61.3,,1.16,us,usp000hp57,2022-07-18T23:30:32.066Z,"24 km WSW of Mabiton, Philippines",earthquake,,,,,reviewed,us,gcmt
2010-11-05T14:04:30.200Z,12.859,122.849,20.8,5,mwc,44,108.5,,1.51,us,usp000hp4y,2022-05-02T22:25:03.707Z,"28 km SSW of San Rafael, Philippines",earthquake,,22.4,,,reviewed,us,gcmt
2010-11-03T22:24:51.200Z,12.748,123.004,56.8,5.1,mwc,122,63.1,,1.04,us,usp000hnzd,2022-05-02T22:24:09.013Z,"29 km WSW of Mabiton, Philippines",earthquake,,5.4,,,reviewed,us,gcmt
2010-06-11T02:25:15.990Z,17.764,119.392,24.8,5.1,mwb,175,26.9,,1.12,us,usp000hdty,2016-11-10T02:29:22.323Z,"102 km W of Puro Pinget, Philippines",earthquake,,10.1,,,reviewed,us,us
2010-04-29T16:46:46.230Z,13.502,122.876,42.3,5.2,mwc,109,72.3,,0.93,us,usp000hc31,2022-07-16T12:13:34.855Z,"9 km SW of Dalupaon, Philippines",earthquake,,5.5,,,reviewed,us,gcmt
2010-04-12T21:29:24.230Z,16.293,119.69,52.3,5,mwc,67,107.6,,1.15,us,usp000hb9q,2022-05-02T19:50:19.142Z,"Luzon, Philippines",earthquake,,12.1,,,reviewed,us,gcmt
2010-03-25T05:29:24.720Z,13.827,120.071,16,6,mwc,260,20.6,,0.88,us,usp000h9yk,2022-07-16T08:52:40.488Z,"2 km SW of Tagbak, Philippines",earthquake,,,,,reviewed,us,gcmt
2009-12-21T19:59:22.130Z,17.284,121.485,10,5.3,mwc,134,49.1,,0.89,us,usp000h58g,2022-07-15T23:08:28.666Z,"2 km NE of Paracelis, Philippines",earthquake,,,,,reviewed,us,gcmt
2009-10-18T23:50:10.540Z,13.704,120.655,155.6,5.7,mwc,186,18.2,,0.99,us,usp000h35d,2022-07-15T19:17:23.776Z,"14 km S of Calatagan, Philippines",earthquake,,4.7,,,reviewed,us,gcmt
2009-09-22T19:25:11.180Z,12.473,120.502,10,5.1,mwc,64,98.3,,0.87,us,usp000h1sj,2022-05-02T21:19:35.624Z,"44 km SW of Batasan, Philippines",earthquake,,,,,reviewed,us,gcmt
2009-09-18T06:23:53.490Z,12.616,120.429,12,5.9,mwb,294,29.9,,1.07,us,usp000h1mh,2022-07-15T17:41:57.308Z,"41 km WSW of Batasan, Philippines",earthquake,,,,,reviewed,us,us
2009-07-04T00:41:48.110Z,13.644,120.741,127.4,5.2,mwc,94,46.2,,1.01,us,usp000gyxf,2016-11-10T02:14:13.388Z,"14 km W of Tingloy, Philippines",earthquake,,,,,reviewed,us,gcmt
2009-05-24T01:06:28.600Z,14.846,119.798,58.5,5.4,mwc,126,30.2,,0.96,us,usp000gxf0,2022-07-15T10:33:12.373Z,"32 km WSW of San Nicolas, Philippines",earthquake,,5.2,,,reviewed,us,gcmt
2009-04-20T19:12:40.770Z,15.387,120.238,50.2,5.2,mwc,128,87.4,,0.85,us,usp000gwdh,2022-07-15T08:19:24.478Z,"18 km WSW of Sula, Philippines",earthquake,,4.9,,,reviewed,us,gcmt
2009-03-31T13:26:19.710Z,14.606,123.813,38.3,5.1,mwc,49,117.2,,0.84,us,usp000gvm3,2022-07-15T06:42:00.404Z,"72 km NNW of Pandan, Philippines",earthquake,,7.9,,,reviewed,us,gcmt
2009-01-12T02:00:48.360Z,13.496,120.823,37.6,5.2,mb,24,147.5,,0.64,us,usp000gsgq,2014-11-07T01:38:11.580Z,"2 km N of Odala, Philippines",earthquake,,13.9,,14,reviewed,us,us
2009-01-09T07:28:46.160Z,16.094,119.737,65.8,5,mwc,113,57.3,,0.91,us,usp000gsd6,2022-07-15T03:27:08.785Z,"6 km SW of Aloleng, Philippines",earthquake,,5.1,,,reviewed,us,gcmt
2008-11-28T11:03:54.960Z,13.391,120.561,67.7,5,mb,50,95.1,,0.94,us,usp000gpkw,2014-11-07T01:37:48.742Z,"11 km ESE of Paluan, Philippines",earthquake,,7.2,,18,reviewed,us,us
2008-10-28T04:16:03.880Z,12.626,120.132,37.1,5,mwc,78,70.8,,0.91,us,usp000gm67,2022-05-02T21:05:29.840Z,"51 km NNE of Buluang, Philippines",earthquake,,5.7,,,reviewed,us,gcmt
2008-10-08T19:09:28.480Z,12.976,124.361,44.4,5.4,mwc,127,35.5,,0.9,us,usp000gjqy,2022-05-02T21:04:32.944Z,"23 km E of Bagacay, Philippines",earthquake,,4.9,,,reviewed,us,gcmt
2008-10-01T18:06:49.810Z,13.465,120.569,10,5.2,mb,77,95.2,,0.9,us,usp000gj39,2022-07-12T18:59:52.571Z,"12 km ENE of Paluan, Philippines",earthquake,,,,51,reviewed,us,us
2008-10-01T18:04:23.850Z,13.367,120.444,10,5.5,mwc,127,42.1,,0.94,us,usp000gj38,2020-09-21T15:49:00.254Z,"5 km SSW of Paluan, Philippines",earthquake,,,,,reviewed,us,us
2008-09-27T03:10:46.130Z,13.342,120.277,10,5.1,mb,19,116.8,,0.94,us,usp000ght8,2014-11-07T01:37:15.396Z,"20 km SW of Harrison, Philippines",earthquake,,,,6,reviewed,us,us
2008-09-27T03:09:04.820Z,13.477,120.548,11,5.9,mwc,222,61.3,,0.93,us,usp000ght7,2022-05-02T21:03:38.368Z,"11 km NE of Paluan, Philippines",earthquake,,,,,reviewed,us,gcmt
2008-09-27T03:04:51.710Z,13.469,120.575,10,5.7,mwc,222,24,,0.82,us,usp000ght5,2022-05-02T19:46:11.639Z,"13 km ENE of Paluan, Philippines",earthquake,,,,,reviewed,us,gcmt
2008-08-30T12:04:52.320Z,13.005,124.315,50.1,5.2,mwc,117,54,,0.94,us,usp000gg0a,2022-05-02T19:45:03.525Z,"18 km E of Bagacay, Philippines",earthquake,,5.2,,,reviewed,us,gcmt
2008-08-20T13:18:05.210Z,12.95,124.319,35.5,5.3,mwc,130,44.5,,0.89,us,usp000gf34,2022-05-02T19:44:31.841Z,"19 km E of Bagacay, Philippines",earthquake,,5.6,,,reviewed,us,gcmt
2008-08-20T09:37:29.980Z,14.906,119.995,35,5.1,mwc,77,57.4,,0.9,us,usp000gf2t,2022-05-02T21:02:13.256Z,"10 km WSW of San Nicolas, Philippines",earthquake,,,,,reviewed,us,gcmt
2008-08-17T20:46:45.630Z,12.973,124.299,10,5.4,mwc,154,59.6,,0.87,us,usp000gex1,2022-05-02T19:44:18.095Z,"17 km E of Bagacay, Philippines",earthquake,,,,,reviewed,us,gcmt
2008-08-01T10:35:24.260Z,13.516,120.757,135.1,5.6,mwb,219,23.7,,0.88,us,usp000gdkg,2022-07-13T04:18:43.142Z,"6 km NNE of Wawa, Philippines",earthquake,,,,,reviewed,us,us
2008-08-01T02:21:40.840Z,13.659,118.634,62.3,5.4,mwc,114,66.9,,0.84,us,usp000gdjr,2016-11-10T01:59:30.021Z,"155 km W of Cabra, Philippines",earthquake,,6.5,,,reviewed,us,gcmt
2008-07-08T01:41:53.290Z,15.329,122.491,17.7,5.1,mwc,93,112.1,,0.95,us,usp000gbm6,2016-11-10T01:58:27.535Z,"62 km NE of Karligan, Philippines",earthquake,,12.5,,,reviewed,us,gcmt
2008-07-06T12:46:55.990Z,15.254,122.491,26.6,5,mwc,126,46.7,,0.8,us,usp000gbft,2022-07-13T04:37:28.175Z,"57 km ENE of Karligan, Philippines",earthquake,,,,,reviewed,us,gcmt
2008-07-06T12:01:31.730Z,15.286,122.423,26.4,5.4,mwc,209,46.7,,0.94,us,usp000gbfq,2016-11-10T01:58:21.273Z,"53 km NE of Karligan, Philippines",earthquake,,,,,reviewed,us,gcmt
2008-05-13T21:48:32.620Z,16.481,122.244,53.9,5.3,mwc,167,37.5,,0.74,us,usp000g6mm,2022-05-02T19:39:41.564Z,"39 km SE of Dicamay, Philippines",earthquake,,3.6,,,reviewed,us,gcmt
2008-05-13T14:14:31.310Z,16.458,122.255,44.2,5.2,mwc,132,67.4,,0.74,us,usp000g6jn,2022-05-02T19:39:40.382Z,"42 km SE of Dicamay, Philippines",earthquake,,4.4,,,reviewed,us,gcmt
2008-02-29T10:31:40.410Z,13.371,120.738,58,5,mb,43,102.3,,1,us,usp000g09w,2014-11-07T01:35:05.149Z,"8 km S of Abra de Ilog, Philippines",earthquake,,8.9,,14,reviewed,us,us
2008-02-27T22:56:59.060Z,13.411,120.732,28.8,5.2,mwc,105,97.7,,0.97,us,usp000g05g,2022-07-13T21:16:40.477Z,"3 km S of Abra de Ilog, Philippines",earthquake,,10.2,,,reviewed,us,gcmt
2008-02-16T14:49:00.720Z,13.308,120.581,35,5,mb,58,102.7,,1.01,us,usp000fz1q,2014-11-07T01:34:57.720Z,"8 km N of Tayaman, Philippines",earthquake,,,,28,reviewed,us,us
2008-01-31T19:32:57.810Z,16.049,119.93,74.7,5,mwc,113,99.9,,1.09,us,usp000fxvr,2022-07-13T22:34:43.098Z,"2 km SSW of Mabini, Philippines",earthquake,,5.7,,,reviewed,us,gcmt
2008-01-13T12:15:35.600Z,17.048,120.989,10,5.7,mwc,170,51.7,,1.09,us,usp000fwmm,2022-07-13T22:57:34.280Z,"4 km SSE of Bontoc, Philippines",earthquake,,,,,reviewed,us,gcmt
2008-01-05T06:18:48.250Z,14.233,124.611,35,5.1,mwc,133,59.6,,0.96,us,usp000fw0d,2022-05-02T20:56:36.487Z,"49 km NE of Panganiban, Philippines",earthquake,,,,,reviewed,us,gcmt
2008-01-05T06:02:26.060Z,14.286,124.604,37.1,5.1,mwc,94,78.2,,0.77,us,usp000fw0c,2016-11-10T01:50:21.647Z,"53 km ENE of Pandan, Philippines",earthquake,,4.8,,,reviewed,us,gcmt
2007-12-12T15:22:18.790Z,15.341,119.888,62.9,5,mb,84,99.5,,0.86,us,usp000fuam,2014-11-07T01:34:24.614Z,"7 km WSW of Amuñgan, Philippines",earthquake,,6.1,,43,reviewed,us,us
2007-12-11T09:49:10.160Z,13.172,120.645,87.4,5.1,mb,33,129.5,,0.68,us,usp000fu8h,2014-11-07T01:34:23.707Z,"7 km SE of Mamburao, Philippines",earthquake,,27.3,,14,reviewed,us,us
2007-11-27T04:26:58.560Z,16.058,119.838,35,5.9,mwc,340,26.1,,0.82,us,usp000ftd0,2022-07-14T00:38:52.864Z,"5 km S of Bangan-Oda, Philippines",earthquake,,,,,reviewed,us,gcmt
2007-10-31T11:19:28.350Z,13.741,120.816,146.4,5.3,mb,59,112,,0.65,us,usp000frpj,2014-11-07T01:34:01.661Z,"8 km WNW of Bagalangit, Philippines",earthquake,,13.6,,27,reviewed,us,us
2007-10-25T15:32:37.840Z,15.242,122.529,25.3,5,mb,61,103.1,,0.69,us,usp000fr8g,2014-11-07T01:33:59.439Z,"60 km ENE of Karligan, Philippines",earthquake,,16.9,,35,reviewed,us,us
2007-06-03T10:09:54.540Z,13.875,122.686,30.4,5.3,mwc,110,83,,1.41,us,usp000fd9j,2022-05-02T20:18:49.236Z,"2 km E of Catabangan, Philippines",earthquake,,20.6,,,reviewed,us,gcmt
2007-05-06T18:27:20.870Z,17.307,120.201,55,5.5,mwc,219,49,,0.86,us,usp000fbdc,2022-05-02T20:16:17.204Z,"24 km W of Tamorong, Philippines",earthquake,,,,,reviewed,us,gcmt
2007-04-26T12:04:38.700Z,12.488,123.451,76.2,5,mwc,63,97.8,,0.97,us,usp000fang,2016-11-10T01:39:21.491Z,"5 km WNW of Baleno, Philippines",earthquake,,15,,,reviewed,us,gcmt
2006-11-14T00:55:44.930Z,13.784,120.69,121.9,5.2,mwc,157,43.1,,0.8,us,usp000exbn,2016-11-10T01:30:55.273Z,"6 km SSW of Hukay, Philippines",earthquake,,4.6,,,reviewed,us,gcmt
2006-10-21T18:27:46.470Z,13.276,121.162,9.7,5.1,mb,41,106.9,,1.23,us,usp000evqt,2014-11-07T01:30:36.780Z,"3 km NE of Communal, Philippines",earthquake,,11.7,,19,reviewed,us,us
2006-10-21T18:23:20.980Z,13.368,121.378,18.3,5.9,mwc,188,47.3,,0.97,us,usp000evqs,2022-07-14T09:14:08.005Z,"8 km ENE of Estrella, Philippines",earthquake,,,,,reviewed,us,gcmt
2006-10-20T22:09:27.350Z,13.418,121.546,10,5.6,mwb,138,57.3,,1.02,us,usp000evmx,2022-07-14T09:15:49.493Z,"27 km ENE of Estrella, Philippines",earthquake,,,,,reviewed,us,us
2006-10-20T17:27:03.250Z,13.493,121.527,25.3,5.8,mwb,185,62.6,,0.96,us,usp000evmc,2022-07-14T09:19:21.795Z,"24 km SSE of Laiya, Philippines",earthquake,,,,,reviewed,us,us
2006-10-20T14:31:00.150Z,13.432,121.47,22.7,5.8,mwb,175,61.4,,0.96,us,usp000evky,2022-07-14T09:21:04.488Z,"20 km ENE of Estrella, Philippines",earthquake,,,,,reviewed,us,us
2006-08-12T09:30:08.950Z,13.86,120.514,78.6,5,mb,67,96.8,,0.91,us,usp000eqsy,2014-11-07T01:29:57.216Z,"13 km W of Gulod, Philippines",earthquake,,,,28,reviewed,us,us
2006-05-28T16:44:16.280Z,13.665,120.618,84.6,5,mb,25,127.2,,0.63,us,usp000ej63,2014-11-07T01:29:12.305Z,"18 km S of Calatagan, Philippines",earthquake,,,,14,reviewed,us,us
2006-03-27T23:43:39.000Z,12.078,121.401,32.1,5.6,mwc,134,32.9,,0.98,us,usp000ed3c,2022-05-02T15:27:54.476Z,"0 km NNE of Semirara, Philippines",earthquake,,11,,,reviewed,us,hrv
2006-03-01T11:04:12.190Z,13.459,120.515,22.3,5.8,mwc,188,36,,0.85,us,usp000eb3e,2022-07-14T12:22:55.073Z,"7 km NE of Paluan, Philippines",earthquake,,,,,reviewed,us,hrv
2006-01-09T02:40:25.440Z,13.425,120.43,41.7,5.3,mwc,51,96.3,,1.32,us,usp000e7wg,2022-05-02T18:11:18.260Z,"2 km S of Harrison, Philippines",earthquake,,,,,reviewed,us,hrv
2005-12-11T16:23:35.520Z,14.018,120.717,201.6,5.6,mwc,190,33.3,,0.81,us,usp000e5zn,2022-05-02T18:08:24.785Z,"1 km S of Luntal, Philippines",earthquake,,,,,reviewed,us,hrv
2005-11-18T04:34:03.710Z,14.639,123.285,46.1,5.1,mwc,103,44.4,,0.82,us,usp000e4dy,2022-05-02T18:07:11.343Z,"61 km NE of Sabang Indan, Philippines",earthquake,,6.4,,,reviewed,us,hrv
2005-05-25T22:58:34.470Z,14.706,123.93,39.5,5,mwc,63,116.5,,0.83,us,usp000drk3,2016-11-10T01:06:38.169Z,"77 km NNW of Pandan, Philippines",earthquake,,9.3,,,reviewed,us,hrv
2005-04-19T00:31:42.730Z,13.918,120.71,173.6,5,mwc,142,80,,0.88,us,usp000dnqn,2016-11-10T01:05:07.916Z,"3 km SW of Balayan, Philippines",earthquake,,,,,reviewed,us,hrv
2005-04-14T16:25:16.310Z,13.716,120.271,24.5,5.1,mwc,91,76.4,,0.84,us,usp000dnbd,2022-05-02T17:55:03.969Z,"2 km ESE of Looc, Philippines",earthquake,,,,,reviewed,us,hrv
2005-04-08T06:09:49.360Z,15.48,119.287,31.6,5.3,mwc,124,54.5,,0.82,us,usp000dmkd,2016-11-10T01:04:29.954Z,"66 km W of Palauig, Philippines",earthquake,,,,,reviewed,us,hrv
2005-04-03T01:41:32.750Z,13.559,120.801,129.2,5.6,mwc,237,31.3,,0.77,us,usp000dm23,2022-07-14T16:57:24.184Z,"9 km NNW of Odala, Philippines",earthquake,,5.1,,,reviewed,us,hrv
2005-02-22T03:20:07.310Z,12.582,123.177,17.8,5.8,mwc,147,49.3,,0.98,us,usp000dgq2,2022-07-14T17:56:35.372Z,"17 km W of Tigbao, Philippines",earthquake,,,,,reviewed,us,hrv
2005-02-09T20:59:52.190Z,13.686,120.791,102.4,5.5,mwc,130,63.2,,0.94,us,usp000dft9,2020-09-18T20:22:56.545Z,"9 km WNW of Tingloy, Philippines",earthquake,,,,,reviewed,us,hrv
2004-10-29T19:28:57.520Z,15.643,119.11,21.2,5.5,mwb,196,53.5,,1.16,us,usp000d7ad,2016-11-10T00:50:22.553Z,"78 km WSW of Ilioilio, Philippines",earthquake,,,,,reviewed,us,us
2004-10-11T08:58:48.130Z,15.611,119.667,5.4,5.1,mwc,57,99.6,,1.01,us,usp000d66k,2022-05-02T17:30:25.848Z,"26 km WSW of Bolitoc, Philippines",earthquake,,29.4,,,reviewed,us,hrv
2004-10-08T14:36:06.110Z,13.925,120.534,105,6.5,mwb,526,18.3,,0.95,us,usp000d60h,2022-07-14T20:03:09.939Z,"9 km W of Talisay, Philippines",earthquake,,,,,reviewed,us,us
2004-09-15T19:10:50.600Z,14.22,120.411,115.4,6,mwb,452,28.5,,0.82,us,usp000d4bh,2022-05-02T17:27:00.750Z,"24 km WNW of Looc, Philippines",earthquake,,,,,reviewed,us,us
2004-08-19T06:35:03.980Z,13.817,123.995,44.2,5.5,mwb,160,50.5,,0.88,us,usp000d2ep,2022-05-02T17:22:50.167Z,"15 km NW of Manamrag, Philippines",earthquake,,6.8,,,reviewed,us,us
2004-07-16T03:27:19.210Z,13.323,120.17,39.1,5,mwc,120,66.8,,0.84,us,usp000d08q,2016-11-10T00:40:24.373Z,"31 km WSW of Harrison, Philippines",earthquake,,,,,reviewed,us,hrv
2004-07-01T22:14:50.310Z,17.115,121.549,50.1,5.2,mwc,142,48.9,,0.96,us,usp000czcq,2016-11-10T00:39:18.163Z,"3 km W of Simimbaan, Philippines",earthquake,,6.6,,,reviewed,us,hrv
2004-06-28T05:06:14.720Z,12.649,123.099,17.2,5.4,mwb,121,63.3,,1.05,us,usp000cz1c,2022-05-02T17:14:18.834Z,"26 km WSW of Osmeña, Philippines",earthquake,,19.1,,,reviewed,us,us
2004-05-29T22:12:06.850Z,13.817,120.748,179.4,5,mb,22,162.7,,0.91,us,usp000cwje,2014-11-07T01:22:25.948Z,"5 km ESE of Hukay, Philippines",earthquake,,7.5,,2,reviewed,us,us
2003-12-19T13:05:30.980Z,13.947,124.53,38.6,5.5,mwc,121,112.8,,1.02,us,usp000cfjn,2022-05-02T16:56:32.006Z,"23 km NE of Gigmoto, Philippines",earthquake,,5.2,,,reviewed,us,hrv
2003-12-10T15:51:39.230Z,17.642,120.892,33,5.5,mwc,296,90.5,,0.85,us,usp000ceyy,2022-05-02T16:55:59.095Z,"19 km E of Dolores, Philippines",earthquake,,,,,reviewed,us,hrv
2003-10-29T05:56:50.850Z,15.973,119.424,33,5.2,mwc,97,38.7,,0.97,us,usp000cbhj,2022-05-02T16:52:25.874Z,"36 km W of Ilioilio, Philippines",earthquake,,,,,reviewed,us,hrv
2003-10-09T22:19:13.850Z,13.755,119.939,33,6.2,mwb,311,43.4,,0.84,us,usp000ca12,2022-05-02T16:50:14.945Z,"18 km WSW of Tagbak, Philippines",earthquake,,,,,reviewed,us,us
2003-09-01T15:20:05.640Z,12.078,122.162,19.2,5,mb,40,85.9,,1.29,us,usp000c6f5,2014-11-07T01:19:40.044Z,"20 km ESE of Santa Fe, Philippines",earthquake,,,,13,reviewed,us,us
2003-09-01T15:13:07.170Z,12.154,122.318,20.7,5.8,mwb,119,42.5,,1.36,us,usp000c6f4,2022-05-02T16:42:17.117Z,"30 km SE of Tugdan, Philippines",earthquake,,,,,reviewed,us,us
2003-09-01T15:11:30.580Z,12.166,122.228,22.3,5.1,mb,88,67.3,,1.18,us,usp000c6f3,2014-11-07T01:19:39.899Z,"21 km ESE of Alcantara, Philippines",earthquake,,,,25,reviewed,us,us
2003-08-31T12:43:16.770Z,13.86,119.751,55.2,5.2,mwc,157,23.6,,0.89,us,usp000c6ck,2022-05-02T16:42:13.636Z,"32 km W of Cabra, Philippines",earthquake,,3.8,,,reviewed,us,hrv
2003-06-26T14:11:44.590Z,12.253,123.85,10,6,mwb,94,80.4,,1.15,us,usp000c10k,2022-05-02T16:38:05.872Z,"4 km ENE of Miaga, Philippines",earthquake,,,,,reviewed,us,us
2003-06-12T18:43:32.730Z,13.17,120.514,46.4,5.5,mwc,254,66.8,,0.87,us,usp000bzqu,2022-05-02T16:37:31.126Z,"9 km SW of Tayaman, Philippines",earthquake,,6.1,,,reviewed,us,hrv
2003-05-10T10:27:47.010Z,17.25,122.558,28.4,5.3,mwc,95,102.5,,0.83,us,usp000bwyv,2022-05-02T16:32:16.072Z,"23 km NE of Dicabisagan, Philippines",earthquake,,,,,reviewed,us,hrv
2003-04-12T13:42:15.110Z,13.839,120.774,131.3,5.4,mwb,133,55.1,,0.96,us,usp000bv13,2016-11-09T22:16:56.544Z,"7 km E of Hukay, Philippines",earthquake,,,,,reviewed,us,us
2003-03-02T17:57:27.540Z,15.578,121.917,50.2,5.5,mwc,115,47.5,,1.09,us,usp000brtt,2022-05-02T16:26:43.967Z,"44 km ESE of Suklayin, Philippines",earthquake,,5.7,,,reviewed,us,hrv
2003-01-06T23:43:50.840Z,15.651,119.658,10,6,mwb,148,,,1.03,us,usp000bn63,2022-05-02T16:21:38.768Z,"25 km WSW of Bolitoc, Philippines",earthquake,,,,,reviewed,us,us
2002-12-22T21:44:10.830Z,17.034,119.997,33,5.3,mwc,154,,,0.77,us,usp000bm74,2016-11-10T00:15:56.450Z,"45 km WNW of Rimus, Philippines",earthquake,,,,,reviewed,us,hrv
2002-11-27T00:17:20.120Z,12.279,120.753,33.6,5.3,mwc,71,,,1.21,us,usp000bjfv,2022-05-02T16:18:04.693Z,"29 km SW of Adela, Philippines",earthquake,,6.7,,,reviewed,us,hrv
2002-11-23T09:31:58.170Z,13.518,120.911,184.8,5.2,mwc,64,,,1,us,usp000bj7v,2016-11-10T00:01:53.690Z,"2 km NW of Balatero, Philippines",earthquake,,3.7,,,reviewed,us,hrv
2002-11-11T20:55:04.140Z,13.989,120.725,206.5,5.1,mwc,154,,,0.91,us,usp000bhfd,2016-11-09T23:56:19.247Z,"0 km SW of Putol, Philippines",earthquake,,,,,reviewed,us,hrv
2002-10-12T23:43:12.850Z,15.096,118.504,33,6.1,mwb,251,,,1.14,us,usp000bedp,2022-05-02T16:11:37.719Z,"155 km WSW of Palauig, Philippines",earthquake,,,,,reviewed,us,us
2002-09-03T14:23:45.300Z,13.536,120.754,10,5.8,mwb,156,,,1.32,us,usp000bb6f,2022-05-02T16:07:14.899Z,"8 km N of Wawa, Philippines",earthquake,,,,,reviewed,us,us
2001-12-14T05:08:25.000Z,13.646,120.69,74.6,5,mb,54,,,0.7,us,usp000aukh,2014-11-07T01:14:28.609Z,"19 km W of Tingloy, Philippines",earthquake,,,,29,reviewed,us,us
2001-11-22T10:34:55.410Z,13.68,120.635,79.1,5.3,mb,111,,,0.76,us,usp000ataa,2014-11-07T01:14:17.417Z,"16 km S of Calatagan, Philippines",earthquake,,,,65,reviewed,us,us
2001-07-30T05:14:12.540Z,12.598,123.381,33,5.4,mwc,109,,,0.94,us,usp000akga,2022-04-29T19:27:25.297Z,"6 km NE of Tigbao, Philippines",earthquake,,,,,reviewed,us,hrv
2001-07-23T12:46:58.960Z,13.878,120.716,108.4,5.4,mwc,174,,,0.8,us,usp000ak10,2016-11-09T23:02:53.859Z,"3 km NNE of Hukay, Philippines",earthquake,,,,,reviewed,us,hrv
2001-07-08T17:17:33.250Z,13.57,120.922,33,5.4,mwc,88,,,0.93,us,usp000aj7w,2022-04-29T19:28:59.638Z,"7 km N of Balatero, Philippines",earthquake,,,,,reviewed,us,hrv
2001-01-12T19:18:25.800Z,17.333,120.908,33,5.5,mwc,221,,,0.94,us,usp000a7js,2022-04-29T19:04:21.258Z,"19 km SE of Bantay, Philippines",earthquake,,,,,reviewed,us,hrv
2000-11-29T01:48:44.370Z,13.775,120.657,117.5,5.5,mwc,120,,,1.05,us,usp000a55b,2022-04-29T19:00:16.262Z,"6 km SSE of Calatagan, Philippines",earthquake,,,,,reviewed,us,hrv
2000-11-15T09:23:40.770Z,17.342,119.787,54.5,5.5,mwc,142,,,1.06,us,usp000a3nm,2022-04-29T18:57:39.277Z,"65 km WSW of Fuerte, Philippines",earthquake,,5.4,,,reviewed,us,hrv
2000-10-21T22:30:32.470Z,13.679,120.729,151.8,5.9,mwc,255,,,1.04,us,usp000a26t,2022-04-29T18:55:01.365Z,"15 km W of Tingloy, Philippines",earthquake,,,,,reviewed,us,hrv
2000-10-07T08:49:43.650Z,13.762,120.628,125.1,5.1,mwc,91,,,1.13,us,usp000a1d4,2016-11-09T23:39:57.633Z,"7 km S of Calatagan, Philippines",earthquake,,,,,reviewed,us,hrv
2000-09-29T22:48:11.790Z,12.073,122.381,33,5.6,mwc,86,,,1.4,us,usp000a10r,2022-04-29T18:53:49.175Z,"34 km SW of Taclobo, Philippines",earthquake,,,,,reviewed,us,hrv
